name;train_test;label;img_size;min_pixel;max_pixel
C68P29N_ThinF_IMG_20150819_134712_cell_36.png;train;parasitized;(157, 145);0;233
C129P90ThinF_IMG_20151004_133538_cell_94.png;train;parasitized;(115, 124);0;217
C172P133ThinF_IMG_20151119_155343_cell_277.png;train;parasitized;(148, 142);0;215
C187P148NThinF_IMG_20151203_153713_cell_195.png;train;parasitized;(145, 139);0;206
C180P141NThinF_IMG_20151201_165423_cell_157.png;train;parasitized;(172, 145);0;207
C99P60ThinF_IMG_20150918_141001_cell_133.png;train;parasitized;(142, 145);0;229
C68P29N_ThinF_IMG_20150819_134830_cell_58.png;train;parasitized;(142, 145);0;220
C184P145ThinF_IMG_20151203_103637_cell_149.png;train;parasitized;(130, 172);0;201
C132P93ThinF_IMG_20151004_153030_cell_42.png;train;parasitized;(121, 160);0;223
C99P60ThinF_IMG_20150918_141001_cell_127.png;train;parasitized;(118, 163);0;224
C116P77ThinF_IMG_20150930_171448_cell_128.png;train;parasitized;(103, 115);0;227
C129P90ThinF_IMG_20151004_134636_cell_8.png;train;parasitized;(127, 157);0;237
C115P76ThinF_IMG_20150930_163156_cell_80.png;train;parasitized;(115, 121);0;219
C156P117ThinF_IMG_20151115_153831_cell_257.png;train;parasitized;(127, 157);0;222
C129P90ThinF_IMG_20151004_133538_cell_80.png;train;parasitized;(136, 133);0;227
C117P78ThinF_IMG_20150930_215322_cell_83.png;train;parasitized;(172, 163);0;233
C174P135NThinF_IMG_20151127_135554_cell_192.png;train;parasitized;(115, 118);0;209
C179P140ThinF_IMG_20151127_153852_cell_173.png;train;parasitized;(139, 160);0;204
C68P29N_ThinF_IMG_20150819_134712_cell_22.png;train;parasitized;(130, 145);0;228
C184P145ThinF_IMG_20151203_102543_cell_181.png;train;parasitized;(115, 166);0;209
C184P145ThinF_IMG_20151203_104030_cell_28.png;train;parasitized;(148, 133);0;210
C111P72ThinF_IMG_20150930_113049_cell_166.png;train;parasitized;(136, 145);0;225
C130P91ThinF_IMG_20151004_141341_cell_157.png;train;parasitized;(133, 151);0;233
C59P20thinF_IMG_20150803_113809_cell_40.png;train;parasitized;(157, 163);0;222
C70P31_ThinF_IMG_20150813_131609_cell_105.png;train;parasitized;(127, 136);0;217
C120P81ThinF_IMG_20151002_130150_cell_207.png;train;parasitized;(130, 139);0;229
C97P58ThinF_IMG_20150917_150838_cell_161.png;train;parasitized;(142, 130);0;224
C172P133ThinF_IMG_20151119_155343_cell_288.png;train;parasitized;(139, 133);0;221
C63P24N_ThinF_IMG_20150818_143423_cell_162.png;train;parasitized;(103, 115);0;214
C98P59ThinF_IMG_20150917_154452_cell_204.png;train;parasitized;(145, 121);0;229
C59P20thinF_IMG_20150803_112733_cell_204.png;train;parasitized;(139, 145);0;226
C141P102ThinF_IMG_20151005_214208_cell_91.png;train;parasitized;(130, 142);0;226
C99P60ThinF_IMG_20150918_141857_cell_14.png;train;parasitized;(148, 151);0;230
C178P139NThinF_IMG_20151201_154735_cell_166.png;train;parasitized;(112, 145);0;205
C60P21thinF_IMG_20150804_113011_cell_11.png;train;parasitized;(133, 133);0;216
C131P92ThinF_IMG_20151004_151126_cell_123.png;train;parasitized;(130, 112);0;229
C91P52ThinF_IMG_20150821_124937_cell_221.png;train;parasitized;(196, 172);0;228
C184P145ThinF_IMG_20151203_104334_cell_52.png;train;parasitized;(145, 151);0;211
C101P62ThinF_IMG_20150918_151335_cell_56.png;train;parasitized;(130, 130);0;229
C184P145ThinF_IMG_20151203_104030_cell_14.png;train;parasitized;(166, 136);0;204
C180P141NThinF_IMG_20151201_163702_cell_170.png;train;parasitized;(133, 139);0;210
C184P145ThinF_IMG_20151203_102543_cell_156.png;train;parasitized;(169, 133);0;210
C101P62ThinF_IMG_20150923_170344_cell_93.png;train;parasitized;(166, 175);0;228
C176P137NThinF_IMG_20151201_121030_cell_18.png;train;parasitized;(169, 139);0;207
C59P20thinF_IMG_20150803_112802_cell_172.png;train;parasitized;(139, 118);0;235
C183P144NThinF_IMG_20151201_223758_cell_130.png;train;parasitized;(106, 91);0;204
C99P60ThinF_IMG_20150918_141857_cell_28.png;train;parasitized;(127, 115);0;229
C131P92ThinF_IMG_20151004_150208_cell_140.png;train;parasitized;(127, 136);0;222
C140P101ThinF_IMG_20151005_205922_cell_81.png;train;parasitized;(133, 124);0;235
C184P145ThinF_IMG_20151203_103326_cell_131.png;train;parasitized;(103, 151);0;207
C97P58ThinF_IMG_20150917_150838_cell_149.png;train;parasitized;(151, 154);0;227
C184P145ThinF_IMG_20151203_103326_cell_125.png;train;parasitized;(124, 178);0;211
C59P20thinF_IMG_20150803_112802_cell_166.png;train;parasitized;(133, 115);0;235
C118P79ThinF_IMG_20151002_110942_cell_1.png;train;parasitized;(160, 130);0;237
C180P141NThinF_IMG_20151201_165423_cell_180.png;train;parasitized;(133, 121);0;205
C52P13thinF_IMG_20150725_123938_cell_196.png;train;parasitized;(151, 142);0;222
C172P133ThinF_IMG_20151119_154936_cell_256.png;train;parasitized;(163, 136);0;223
C184P145ThinF_IMG_20151203_102543_cell_142.png;train;parasitized;(139, 133);0;210
C101P62ThinF_IMG_20150923_170344_cell_87.png;train;parasitized;(136, 142);0;235
C186P147NThinF_IMG_20151203_150557_cell_179.png;train;parasitized;(172, 127);0;213
C157P118ThinF_IMG_20151115_164755_cell_190.png;train;parasitized;(103, 109);0;213
C129P90ThinF_IMG_20151004_133244_cell_96.png;train;parasitized;(154, 145);0;227
C184P145ThinF_IMG_20151203_104334_cell_46.png;train;parasitized;(148, 151);0;202
C118P79ThinF_IMG_20151002_105346_cell_152.png;train;parasitized;(136, 154);0;236
C127P88ThinF_IMG_20151004_111526_cell_101.png;train;parasitized;(172, 145);0;228
C116P77ThinF_IMG_20150930_171448_cell_91.png;train;parasitized;(124, 124);0;230
C101P62ThinF_IMG_20150918_155731_cell_61.png;train;parasitized;(100, 136);0;227
C140P101ThinF_IMG_20151005_210026_cell_180.png;train;parasitized;(133, 139);0;232
C101P62ThinF_IMG_20150923_170246_cell_80.png;train;parasitized;(154, 160);0;230
C46P7ThinF_IMG_20151130_210938_cell_163.png;train;parasitized;(106, 124);0;209
C132P93ThinF_IMG_20151004_152642_cell_9.png;train;parasitized;(133, 124);0;232
C158P119ThinF_IMG_20151115_181035_cell_179.png;train;parasitized;(112, 130);0;211
C146P107ThinF_IMG_20151018_135703_cell_227.png;train;parasitized;(130, 124);0;217
C184P145ThinF_IMG_20151203_102405_cell_183.png;train;parasitized;(139, 136);0;217
C137P98ThinF_IMG_20151005_161306_cell_10.png;train;parasitized;(118, 139);0;224
C180P141NThinF_IMG_20151201_164714_cell_169.png;train;parasitized;(139, 133);0;206
C116P77ThinF_IMG_20150930_171635_cell_111.png;train;parasitized;(112, 142);0;221
C132P93ThinF_IMG_20151004_151941_cell_14.png;train;parasitized;(130, 124);0;239
C116P77ThinF_IMG_20150930_171448_cell_85.png;train;parasitized;(121, 127);0;229
C101P62ThinF_IMG_20150918_155731_cell_75.png;train;parasitized;(148, 142);0;231
C113P74ThinF_IMG_20150930_134751_cell_173.png;train;parasitized;(178, 133);0;230
C48P9thinF_IMG_20150721_162732_cell_5.png;train;parasitized;(148, 160);0;221
C129P90ThinF_IMG_20151004_134944_cell_17.png;train;parasitized;(124, 130);0;229
C51AP12thinF_IMG_20150724_160140_cell_68.png;train;parasitized;(121, 118);0;212
C74P35_ThinF_IMG_20150815_120957_cell_128.png;train;parasitized;(130, 124);0;231
C84P45ThinF_IMG_20150818_101903_cell_10.png;train;parasitized;(100, 112);0;212
C184P145ThinF_IMG_20151203_104030_cell_9.png;train;parasitized;(166, 112);0;205
C132P93ThinF_IMG_20151004_152642_cell_45.png;train;parasitized;(136, 151);0;237
C60P21thinF_IMG_20150804_104919_cell_135.png;train;parasitized;(142, 172);0;224
C132P93ThinF_IMG_20151004_151701_cell_162.png;train;parasitized;(115, 106);0;238
C88P49ThinF_IMG_20150820_150724_cell_129.png;train;parasitized;(112, 127);0;226
C68P29N_ThinF_IMG_20150819_133447_cell_132.png;train;parasitized;(142, 130);0;227
C132P93ThinF_IMG_20151004_152353_cell_146.png;train;parasitized;(133, 124);0;236
C136P97ThinF_IMG_20151005_143329_cell_90.png;train;parasitized;(124, 127);0;223
C189P150ThinF_IMG_20151203_140902_cell_113.png;train;parasitized;(112, 106);0;218
C145P106ThinF_IMG_20151016_154844_cell_156.png;train;parasitized;(91, 121);0;213
C80P41ThinF_IMG_20150817_110348_cell_59.png;train;parasitized;(118, 133);0;216
C132P93ThinF_IMG_20151004_152353_cell_152.png;train;parasitized;(124, 136);0;228
C95P56ThinF_IMG_20150821_171603_cell_77.png;train;parasitized;(130, 139);0;219
C60P21thinF_IMG_20150804_105639_cell_5.png;train;parasitized;(148, 157);0;221
C85P46ThinF_IMG_20150820_110143_cell_241.png;train;parasitized;(124, 133);0;224
C140P101ThinF_IMG_20151005_210309_cell_181.png;train;parasitized;(154, 160);0;241
C132P93ThinF_IMG_20151004_151701_cell_176.png;train;parasitized;(121, 130);0;236
C103P64ThinF_IMG_20150918_165016_cell_158.png;train;parasitized;(184, 181);0;235
C189P150ThinF_IMG_20151203_141719_cell_62.png;train;parasitized;(118, 133);0;205
C68P29N_ThinF_IMG_20150819_133350_cell_103.png;train;parasitized;(121, 121);0;230
C132P93ThinF_IMG_20151004_151941_cell_28.png;train;parasitized;(130, 127);0;237
C45P6ThinF_IMG_20151130_155110_cell_208.png;train;parasitized;(133, 136);0;225
C132P93ThinF_IMG_20151004_152642_cell_51.png;train;parasitized;(136, 118);0;236
C12NThinF_IMG_20150614_124244_cell_50.png;train;parasitized;(142, 133);0;255
C67P28N_ThinF_IMG_20150819_121053_cell_233.png;train;parasitized;(139, 124);0;222
C48P9thinF_IMG_20150721_163810_cell_8.png;train;parasitized;(130, 130);0;225
C227ThinF_IMG_20151112_135158_cell_17.png;train;parasitized;(142, 139);0;205
C177P138NThinF_IMG_20151201_143025_cell_179.png;train;parasitized;(115, 133);0;208
C150P111ThinF_IMG_20151115_115805_cell_172.png;train;parasitized;(127, 121);0;213
C93P54ThinF_IMG_20150821_163640_cell_207.png;train;parasitized;(154, 199);0;222
C176P137NThinF_IMG_20151201_122444_cell_119.png;train;parasitized;(133, 142);0;214
C176P137NThinF_IMG_20151201_122811_cell_151.png;train;parasitized;(172, 106);0;214
C136P97ThinF_IMG_20151005_141946_cell_107.png;train;parasitized;(124, 103);0;219
C86P47ThinF_IMG_20150820_125057_cell_220.png;train;parasitized;(94, 118);0;231
C136P97ThinF_IMG_20151005_141946_cell_113.png;train;parasitized;(139, 139);0;227
C176P137NThinF_IMG_20151201_122811_cell_145.png;train;parasitized;(139, 145);0;212
C39P4thinF_original_IMG_20150622_105335_cell_15.png;train;parasitized;(85, 100);0;196
C110P71ThinF_IMG_20150930_105559_cell_202.png;train;parasitized;(115, 112);0;223
C184P145ThinF_IMG_20151203_102405_cell_154.png;train;parasitized;(139, 148);0;208
C59P20thinF_IMG_20150803_111333_cell_142.png;train;parasitized;(130, 163);0;235
C184P145ThinF_IMG_20151203_104440_cell_29.png;train;parasitized;(106, 130);0;205
C175P136NThinF_IMG_20151127_141253_cell_236.png;train;parasitized;(133, 148);0;216
C107P68ThinF_IMG_20150924_222415_cell_181.png;train;parasitized;(148, 139);0;224
C126P87ThinF_IMG_20151004_105234_cell_131.png;train;parasitized;(118, 130);0;232
C124P85ThinF_IMG_20151002_154846_cell_151.png;train;parasitized;(160, 148);0;214
C46P7ThinF_IMG_20151130_210123_cell_118.png;train;parasitized;(100, 109);0;199
C103P64ThinF_IMG_20150918_164250_cell_175.png;train;parasitized;(127, 193);0;239
C141P102ThinF_IMG_20151005_214033_cell_114.png;train;parasitized;(145, 151);0;229
C93P54ThinF_IMG_20150821_164024_cell_206.png;train;parasitized;(127, 145);0;224
C84P45ThinF_IMG_20150818_103817_cell_14.png;train;parasitized;(136, 115);0;218
C176P137NThinF_IMG_20151201_122444_cell_125.png;train;parasitized;(127, 139);0;207
C180P141NThinF_IMG_20151201_164714_cell_182.png;train;parasitized;(133, 151);0;209
C89P50ThinF_IMG_20150820_162300_cell_208.png;train;parasitized;(148, 166);0;222
C180P141NThinF_IMG_20151201_163751_cell_163.png;train;parasitized;(115, 118);0;213
C119P80ThinF_IMG_20151002_123043_cell_157.png;train;parasitized;(124, 187);0;228
C72P33_ThinF_IMG_20150815_104307_cell_223.png;train;parasitized;(130, 148);0;222
C91P52ThinF_IMG_20150821_123116_cell_200.png;train;parasitized;(214, 193);0;228
C99P60ThinF_IMG_20150918_141314_cell_144.png;train;parasitized;(139, 103);0;233
C180P141NThinF_IMG_20151201_163751_cell_177.png;train;parasitized;(139, 160);0;206
C184P145ThinF_IMG_20151203_102405_cell_168.png;train;parasitized;(118, 118);0;212
C176P137NThinF_IMG_20151201_122444_cell_131.png;train;parasitized;(142, 160);0;210
C39P4thinF_original_IMG_20150622_105335_cell_29.png;train;parasitized;(169, 193);0;221
C180P141NThinF_IMG_20151201_164714_cell_196.png;train;parasitized;(154, 148);0;208
C126P87ThinF_IMG_20151004_105844_cell_146.png;train;parasitized;(115, 85);0;220
C81P42ThinF_IMG_20150817_120524_cell_188.png;train;parasitized;(106, 136);0;222
C39P4thinF_original_IMG_20150622_110435_cell_118.png;train;parasitized;(130, 118);0;222
C184P145ThinF_IMG_20151203_104440_cell_15.png;train;parasitized;(145, 133);0;200
C95P56ThinF_IMG_20150821_172607_cell_95.png;train;parasitized;(124, 121);0;228
C117P78ThinF_IMG_20150930_214941_cell_80.png;train;parasitized;(157, 154);0;228
C136P97ThinF_IMG_20151005_144727_cell_128.png;train;parasitized;(103, 130);0;230
C101P62ThinF_IMG_20150918_151239_cell_76.png;train;parasitized;(169, 124);0;236
C45P6ThinF_IMG_20151130_160135_cell_222.png;train;parasitized;(142, 127);0;216
C129P90ThinF_IMG_20151004_134700_cell_12.png;train;parasitized;(133, 139);0;216
C116P77ThinF_IMG_20150930_172112_cell_83.png;train;parasitized;(115, 136);0;228
C48P9thinF_IMG_20150721_161243_cell_149.png;train;parasitized;(154, 136);0;220
C184P145ThinF_IMG_20151203_104153_cell_164.png;train;parasitized;(148, 148);0;201
